age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
51,No,,1973.9841269841268,,18,4,Life Sciences,131,4,Male,2,5,research director,3,,,41453.67,1,Yes,17,3.0,3,Full Time,1,5,3.0,31,0.0,0,9,1974,191324.62,,True
36,No,travel_rarely,277.6428571428572, Research & Development ,1,5,,132,2,Male,3,1,research scientist,4,married,2242.5,5830.5,1,No,12,3.0,4,Part Time,1,4,2.0,10,8.0,8,8,1989,26910.0,research scientist  -  research & development,True
35,Yes,travel_rarely,290.03550973654063,,1,4,Other,133,4,Male,3,1,research scientist,4,single,2342.59,6090.75,1,Unknown,13,3.0,3,Part Time,0,2,2.0,10,7.0,7,8,1990,28111.13,,False
35,No,,1032.4872861766066, Research & Development ,7,3,Medical,134,3,Male,3,3,research director,3,married,8339.32,21682.23,0,No,11,3.0,4,Unknown,0,3,4.0,13,3.0,3,7,1990,100071.84,research director  -  research & development,True
55,No,travel_rarely,1582.7713464696226,,23,4,,135,4,Female,3,4,research director,4,,12783.92,33238.2,6,No,18,3.0,3,Full Time,0,0,3.0,12,3.0,3,8,1970,153407.07,,True
51,No,travel_rarely,763.8015873015873,,8,2,Other,136,1,Female,3,3,laboratory technician,2,married,6169.17,16039.83,4,Unknown,11,3.0,3,Part Time,1,3,2.0,26,1.0,1,7,1974,74030.0,,False
37,No,,1032.4872861766066,,21,4,,137,2,Male,3,3,sales executive,4,,,21682.23,6,Unknown,13,3.0,2,Part Time,1,2,3.0,10,0.0,0,8,1988,100071.84,,False
40,No,travel_rarely,910.3095238095236,,17,1,Life Sciences,138,3,Female,2,3,healthcare representative,3,married,7352.5,19116.5,0,Unknown,18,3.0,1,Part Time,1,4,2.0,19,1.0,1,9,1985,88230.0,,False
48,No,,1582.7713464696226, Sales ,3,1,Marketing,139,1,Male,3,4,manager,3,married,12783.92,33238.2,3,No,12,3.0,4,Full Time,1,3,3.0,12,4.0,4,9,1977,153407.07,manager  -  sales,False
38,No,non-travel,556.2566609977324,,18,4,,140,1,Male,3,2,manufacturing director,4,single,4492.84,11681.39,2,Unknown,20,4.0,1,Part Time,0,0,3.0,11,0.0,0,9,1987,53914.11,,False
44,Yes,travel_frequently,1582.7713464696226,,15,3,Life Sciences,141,1,Male,3,4,sales executive,1,single,,33238.2,0,Unknown,12,0.0,2,Full Time,0,2,2.0,21,13.0,13,14,1981,153407.07,,True
36,No,travel_frequently,556.2566609977324,,1,3,,142,4,Male,2,2,healthcare representative,1,single,4492.84,11681.39,0,No,20,4.0,3,Unknown,0,3,3.0,13,4.0,4,9,1989,53914.08,,True
32,No,travel_rarely,369.2619047619048, Research & Development ,1,3,Medical,143,4,Male,3,1,research scientist,2,,2982.5,7754.5,0,Yes,21,4.0,1,Unknown,1,2,3.0,11,5.0,5,7,1993,35790.0,research scientist  -  research & development,True
56,No,travel_rarely,1834.3412698412696,,3,3,Life Sciences,144,4,Male,3,4,research director,4,married,14815.83,38521.17,3,No,14,3.0,1,Full Time,0,2,3.0,10,0.0,0,9,1969,177790.0,,True
33,No,travel_rarely,556.2566609977324,,24,3,Medical,145,3,Female,2,2,healthcare representative,1,single,4492.84,11681.39,1,No,19,0.0,2,Part Time,0,2,3.0,10,1.0,1,8,1992,53914.11,,False
46,No,,1879.119047619048,,5,3,,146,2,Male,3,5,manager,2,married,15177.5,39461.5,7,No,11,3.0,3,Full Time,1,5,3.0,22,3.0,3,10,1979,182130.0,,True
57,No,non-travel,1400.8015873015877,,8,1,,147,4,Male,2,4,healthcare representative,2,divorced,,29416.83,1,Yes,15,3.0,4,Full Time,1,3,3.0,33,15.0,15,0,1968,135770.0,,False
46,No,travel_rarely,1979.920634920635,,4,2,Life Sciences,148,3,Male,4,5,manager,1,divorced,15991.67,41578.33,1,No,14,3.0,4,Full Time,2,4,2.0,25,14.0,14,13,1979,191900.0,,False
36,No,travel_frequently,556.2566609977324, Human Resources ,11,3,Life Sciences,149,3,Male,2,2,human resources,2,,4492.84,11681.39,4,No,11,3.0,4,Unknown,2,5,4.0,10,1.0,1,8,1989,53914.08,human resources  -  human resources,True
41,No,,1766.65873015873,,13,4,,150,3,Female,2,4,manager,2,divorced,,37099.83,6,Yes,13,3.0,4,Full Time,2,4,3.0,19,15.0,15,2,1984,171230.0,,False
57,No,travel_rarely,1979.6111111111115,,2,2,Medical,151,4,Female,1,5,manager,3,,15989.17,41571.83,4,Unknown,14,0.0,4,Full Time,1,5,3.0,19,9.0,9,11,1968,191870.0,,True
53,No,,1582.7713464696226,,5,3,Life Sciences,152,3,Male,3,4,manager,2,,12783.92,33238.2,1,Unknown,11,3.0,2,Full Time,1,2,3.0,33,0.0,0,10,1972,153407.07,,True
60,Yes,,1032.571428571429,,14,4,Medical,153,1,Female,2,3,manufacturing director,1,married,8340.0,21684.0,7,Unknown,14,3.0,4,Unknown,0,0,2.0,10,5.0,5,9,1965,100080.0,,True
50,No,,1032.4872861766066,,4,3,Life Sciences,154,4,Male,3,3,manufacturing director,4,single,8339.32,21682.23,1,No,11,3.0,3,Part Time,0,2,3.0,10,0.0,0,8,1975,100071.84,,True
31,No,travel_rarely,824.1587301587302, Human Resources ,17,3,,155,2,Male,2,3,human resources,1,single,6656.67,17307.33,1,Unknown,13,3.0,1,Part Time,0,3,2.0,10,0.0,0,9,1994,79880.0,human resources  -  human resources,False
36,No,,556.2566609977324,,3,3,Other,156,4,Male,1,2,sales executive,1,single,4492.84,11681.39,3,No,18,0.0,4,Part Time,0,2,3.0,13,3.0,3,12,1989,53914.11,,True
44,No,travel_frequently,290.03550973654063,,9,2,,157,1,Female,3,1,laboratory technician,4,,2342.59,6090.75,1,Unknown,13,3.0,3,Unknown,0,3,3.0,12,5.0,5,8,1981,28111.08,,True
59,No,travel_rarely,556.2566609977324,,1,2,Life Sciences,158,2,Male,4,2,research scientist,3,married,4492.84,11681.39,0,No,24,4.0,1,Part Time,1,2,2.0,12,2.0,2,8,1966,53914.11,,True
36,Yes,travel_rarely,556.2566609977324,,24,4,,159,1,Female,2,2,sales executive,2,single,,11681.39,0,Yes,23,4.0,3,Part Time,0,2,4.0,15,10.0,10,10,1989,53914.11,,False
56,No,travel_frequently,1582.7713464696226,,11,4,Medical,160,2,Female,3,4,manager,4,,12783.92,33238.2,3,No,20,0.0,1,Unknown,1,2,3.0,14,1.0,1,12,1969,153407.04,,True
36,No,travel_rarely,730.7857142857142,,1,3,,161,4,Male,2,3,sales executive,3,,5902.5,15346.5,1,Unknown,14,3.0,4,Part Time,0,3,3.0,10,8.0,8,6,1989,70830.0,,False
31,No,,487.2936507936508,,3,1,Medical,162,2,Male,3,1,laboratory technician,1,single,3935.83,10233.17,1,Unknown,18,3.0,4,Unknown,0,3,Unknown,10,1.0,1,5,1994,47229.96,,True
37,No,travel_rarely,351.51587301587307,,28,3,Life Sciences,163,2,Male,4,2,laboratory technician,3,,2839.17,7381.83,1,Unknown,17,0.0,4,Part Time,2,3,2.0,10,6.0,6,8,1988,34070.0,,True
37,Yes,,556.2566609977324,,12,4,Other,164,4,Male,3,2,sales executive,4,,4492.84,11681.39,3,Unknown,24,4.0,1,Part Time,0,2,4.0,11,6.0,6,7,1988,53914.11,,True
36,No,travel_rarely,302.1984126984127,,19,3,Life Sciences,165,2,Female,2,1,research scientist,4,married,2440.83,6346.17,1,No,12,3.0,2,Full Time,0,3,3.0,10,8.0,8,7,1989,29290.0,,True
45,No,,556.2566609977324,,2,3,,166,4,Male,3,2,sales executive,4,,4492.84,11681.39,1,Yes,17,3.0,1,Part Time,1,3,3.0,10,8.0,8,8,1980,53914.11,,False
60,No,non-travel,1582.7713464696226,,2,3,Medical,167,2,Male,3,4,manager,2,divorced,12783.92,33238.2,4,No,22,4.0,4,Full Time,1,0,2.0,16,14.0,14,14,1965,153407.07,,True
38,No,travel_rarely,556.2566609977324, Sales ,14,4,,168,1,Female,2,2,sales executive,3,married,4492.84,11681.39,1,Yes,13,3.0,1,Part Time,1,4,3.0,10,1.0,1,7,1987,53914.11,sales executive  -  sales,False
45,No,travel_rarely,1032.4872861766066,,11,3,Life Sciences,169,1,Male,3,3,healthcare representative,3,married,8339.32,21682.23,1,Unknown,17,3.0,2,Part Time,1,1,3.0,10,0.0,0,9,1980,100071.84,,True
57,No,,1973.9841269841268,,26,4,Human Resources,170,3,Male,4,5,manager,2,married,,41453.67,4,Yes,18,3.0,1,Full Time,1,0,3.0,10,1.0,1,4,1968,191324.62,,True
44,No,,556.2566609977324, Research & Development ,23,2,,171,4,Male,2,2,research scientist,3,single,,11681.39,1,Unknown,12,3.0,4,Unknown,0,2,3.0,20,3.0,3,7,1981,53914.11,research scientist  -  research & development,True
42,No,,556.2566609977324,,11,3,Technical Degree,172,4,Female,3,2,laboratory technician,3,married,4492.84,11681.39,1,Unknown,11,0.0,1,Unknown,1,2,4.0,10,9.0,9,4,1983,53914.08,,True
58,Yes,,290.03550973654063, Research & Development ,7,2,Technical Degree,173,4,Male,3,1,laboratory technician,3,married,,6090.75,8,No,11,3.0,4,Part Time,1,4,1.0,10,9.0,9,8,1967,28111.13,laboratory technician  -  research & development,True
41,No,travel_rarely,1241.2936507936508,,33,1,Marketing,174,3,Female,2,4,sales executive,4,,10025.83,26067.17,0,Unknown,11,3.0,1,Full Time,1,2,2.0,20,9.0,9,6,1984,120310.0,,True
55,No,travel_rarely,1591.6746031746031,,2,4,Life Sciences,175,1,Female,2,4,manager,4,married,12855.83,33425.17,2,No,16,3.0,3,Full Time,0,3,3.0,25,3.0,3,7,1970,154270.0,,True
29,No,travel_frequently,1032.4872861766066,,8,3,,176,4,Male,3,3,sales executive,3,single,8339.32,21682.23,1,No,15,3.0,4,Unknown,0,0,3.0,9,1.0,1,7,1996,100071.84,,False
32,No,travel_frequently,556.2566609977324,,1,2,,177,3,Female,3,2,laboratory technician,4,,4492.84,11681.39,1,Unknown,23,4.0,4,Part Time,0,2,Unknown,12,3.0,3,7,1993,53914.11,,True
37,No,,1032.4872861766066,,18,5,Life Sciences,178,2,Male,3,3,sales executive,1,married,8339.32,21682.23,1,Unknown,22,4.0,4,Unknown,1,3,2.0,9,1.0,1,8,1988,100071.84,,True
34,No,travel_rarely,635.7619047619048, Research & Development ,1,3,Medical,179,1,Male,3,2,manufacturing director,4,married,5135.0,13351.0,1,Yes,22,4.0,2,Unknown,1,3,3.0,9,7.0,7,8,1991,61620.0,manufacturing director  -  research & development,True
32,No,travel_rarely,528.8730158730159,,1,1,Life Sciences,180,4,Male,2,2,laboratory technician,4,married,4271.67,11106.33,1,Unknown,12,3.0,3,Part Time,2,1,Unknown,10,3.0,3,0,1993,51260.0,,False
48,Yes,,992.436507936508, Sales ,9,2,Medical,181,3,Male,2,3,sales executive,4,,8015.83,20841.17,1,No,16,3.0,4,Part Time,0,3,3.0,9,4.0,4,7,1977,96190.0,sales executive  -  sales,False
32,No,travel_rarely,556.2566609977324,,4,2,,182,3,Female,2,2,sales executive,2,,4492.84,11681.39,1,Yes,12,3.0,2,Part Time,3,4,2.0,11,2.0,2,7,1993,53914.11,,False
34,No,,516.9047619047619,,6,4,,183,2,Male,3,2,sales executive,3,single,4175.0,10855.0,1,No,16,3.0,1,Unknown,0,0,3.0,11,5.0,5,7,1991,50100.0,,True
37,No,travel_rarely,1032.4872861766066,,37,5,Marketing,184,3,Male,3,3,sales executive,2,married,8339.32,21682.23,1,Unknown,13,3.0,1,Part Time,2,3,3.0,10,0.0,0,6,1988,100071.84,,False
34,No,,1032.4872861766066,,8,3,Marketing,185,2,Female,3,3,sales executive,4,single,8339.32,21682.23,1,Unknown,14,3.0,4,Part Time,0,2,3.0,9,3.0,3,7,1991,100071.84,,True
43,No,travel_rarely,290.03550973654063, Research & Development ,34,3,Life Sciences,186,1,Male,3,1,research scientist,3,divorced,,6090.75,4,No,12,3.0,1,Part Time,1,2,3.0,9,1.0,1,8,1982,28111.13,research scientist  -  research & development,True
42,No,travel_rarely,1963.7222222222224,,4,1,Medical,187,4,Female,3,5,manager,3,,15860.83,41238.17,1,No,14,3.0,2,Full Time,1,2,3.0,20,9.0,9,9,1983,190330.0,,False
47,No,,1582.7713464696226,,2,2,,188,1,Male,2,4,manager,4,married,12783.92,33238.2,9,No,23,4.0,4,Unknown,1,1,3.0,20,11.0,11,8,1978,153407.04,,True
34,Yes,travel_rarely,1073.015873015873,,4,4,,189,4,Male,1,3,sales executive,4,married,8666.67,22533.33,1,No,11,3.0,3,Full Time,0,2,2.0,14,9.0,9,8,1991,104000.0,,False
32,No,non-travel,1032.4872861766066, Research & Development ,1,1,Life Sciences,190,3,Male,2,3,manufacturing director,3,,8339.32,21682.23,1,No,22,4.0,3,Part Time,0,2,3.0,11,5.0,5,8,1993,100071.84,manufacturing director  -  research & development,True
39,No,,1032.4872861766066,,11,3,,191,2,Male,3,3,research director,4,,,21682.23,1,Unknown,14,3.0,3,Part Time,3,1,3.0,10,0.0,0,7,1986,100071.84,,True
39,No,,288.1666666666667,,4,4,,192,1,Male,3,1,sales representative,4,divorced,2327.5,6051.5,4,No,17,3.0,3,Unknown,1,2,3.0,9,5.0,5,8,1986,27930.0,,False
42,No,,556.2566609977324,,24,2,Technical Degree,193,1,Male,3,2,research scientist,4,,4492.84,11681.39,1,No,17,3.0,1,Unknown,2,3,3.0,9,4.0,4,7,1983,53914.08,,False
38,No,non-travel,585.4126984126984,,24,4,,194,2,Female,3,2,laboratory technician,2,married,4728.33,12293.67,7,Unknown,15,3.0,3,Full Time,1,3,3.0,9,0.0,0,8,1987,56740.0,,True
34,No,travel_rarely,556.2566609977324,,7,3,Life Sciences,195,4,Male,2,2,sales executive,3,married,4492.84,11681.39,1,Unknown,14,3.0,3,Part Time,1,3,2.0,13,4.0,4,8,1991,53914.11,,True
40,No,,1032.4872861766066,,25,2,Life Sciences,196,1,Female,2,3,research director,2,,,21682.23,3,Unknown,17,3.0,3,Part Time,1,2,3.0,10,0.0,0,1,1985,100071.84,,True
32,No,travel_rarely,556.2566609977324,,28,2,,197,4,Female,3,2,research scientist,4,married,4492.84,11681.39,1,No,13,3.0,4,Part Time,2,2,3.0,10,1.0,1,9,1993,53914.11,,True
41,No,,1980.642857142857,,1,1,,198,2,Male,3,5,manager,3,,,41593.5,1,Unknown,14,3.0,3,Full Time,1,3,3.0,21,1.0,1,6,1984,191970.0,,True
62,No,,1973.9841269841268,,7,3,Life Sciences,199,1,Female,3,5,manager,1,,15943.72,41453.67,5,No,11,3.0,4,Full Time,0,5,1.0,29,11.0,11,10,1963,191324.62,,True
32,No,,867.9047619047619,,22,4,Other,200,3,Female,3,3,sales executive,1,,7010.0,18226.0,0,Unknown,11,3.0,3,Part Time,0,3,3.0,9,7.0,7,8,1993,84120.0,,True
33,No,travel_rarely,1032.4872861766066, Research & Development ,9,1,,201,3,Male,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,No,25,4.0,4,Part Time,1,6,4.0,13,0.0,0,8,1992,100071.84,manufacturing director  -  research & development,True
35,Yes,,345.42857142857144,,3,3,Life Sciences,202,1,Male,3,1,research scientist,1,single,2790.0,7254.0,1,Yes,11,3.0,1,Full Time,0,3,3.0,10,9.0,9,7,1990,33480.0,,False
52,No,,290.03550973654063,,28,1,Medical,203,4,Male,4,1,laboratory technician,3,married,2342.59,6090.75,1,Yes,11,0.0,3,Unknown,3,3,3.0,20,3.0,3,8,1973,28111.08,,True
34,No,,547.7539682539682, Research & Development ,24,4,Life Sciences,204,1,Male,3,2,laboratory technician,4,,4424.17,11502.83,1,No,15,0.0,4,Part Time,2,2,3.0,10,4.0,4,7,1991,53090.0,laboratory technician  -  research & development,True
44,No,,556.2566609977324,,29,3,,205,2,Male,3,2,manufacturing director,2,,4492.84,11681.39,1,Unknown,13,3.0,4,Unknown,1,3,2.0,9,7.0,7,8,1981,53914.08,,True
51,Yes,,789.6984126984128, Sales ,11,3,Marketing,206,3,Female,3,3,sales executive,4,married,6378.33,16583.67,1,No,18,3.0,1,Part Time,2,3,4.0,9,7.0,7,7,1974,76540.0,sales executive  -  sales,False
29,No,,1321.4603174603176,,5,1,,207,3,Male,2,3,research director,4,divorced,10673.33,27750.67,1,Unknown,16,3.0,2,Full Time,1,3,3.0,9,0.0,0,8,1996,128080.0,,True
35,No,travel_rarely,556.2566609977324,,1,3,Medical,208,1,Male,4,2,sales executive,1,divorced,4492.84,11681.39,1,Unknown,22,0.0,1,Part Time,1,5,3.0,9,0.0,0,8,1990,53914.11,,True
54,No,,1582.7713464696226, Research & Development ,26,4,,209,3,Female,2,4,manufacturing director,4,married,12783.92,33238.2,3,No,22,4.0,3,Full Time,0,3,3.0,9,0.0,0,0,1971,153407.07,manufacturing director  -  research & development,False
34,No,,556.2566609977324,,5,2,Life Sciences,210,2,Male,3,2,sales executive,2,,4492.84,11681.39,1,No,14,3.0,4,Part Time,1,3,3.0,10,5.0,5,3,1991,53914.11,,True
38,No,,679.5079365079365,,14,1,Life Sciences,211,3,Male,3,2,healthcare representative,4,,5488.33,14269.67,0,Unknown,17,3.0,1,Full Time,1,2,2.0,16,4.0,4,11,1987,65860.0,,False
33,No,non-travel,556.2566609977324, Sales ,20,2,,212,4,Female,3,2,sales executive,3,,4492.84,11681.39,1,Unknown,13,3.0,4,Unknown,1,2,2.0,9,0.0,0,0,1992,53914.11,sales executive  -  sales,False
38,No,travel_rarely,259.8968253968254,,2,4,Medical,213,3,Male,3,1,laboratory technician,3,single,2099.17,5457.83,4,No,21,4.0,3,Part Time,0,6,3.0,11,3.0,3,9,1987,25190.0,,True
54,No,,1764.1825396825398,,1,2,Life Sciences,214,4,Male,3,4,manager,4,married,,37047.83,2,Unknown,15,3.0,2,Full Time,1,2,Unknown,9,7.0,7,8,1971,170990.0,,True
35,No,non-travel,1582.7713464696226,,17,3,,215,4,Male,3,4,manager,3,single,12783.92,33238.2,1,Unknown,11,3.0,4,Full Time,0,2,3.0,10,6.0,6,0,1990,153407.07,,False
47,No,non-travel,556.2566609977324,,23,2,Life Sciences,216,4,Male,3,2,laboratory technician,1,,4492.84,11681.39,1,Yes,15,3.0,3,Part Time,1,2,3.0,9,0.0,0,8,1978,53914.11,,True
38,No,travel_rarely,1032.4872861766066, Research & Development ,12,5,,217,4,Female,2,3,manufacturing director,4,,8339.32,21682.23,0,Unknown,11,3.0,2,Part Time,0,2,2.0,14,7.0,7,8,1987,100071.84,manufacturing director  -  research & development,True
51,No,,1353.6507936507935,,8,4,,218,4,Male,2,4,sales executive,2,,10933.33,28426.67,6,Unknown,17,3.0,2,Full Time,1,3,3.0,9,2.0,2,3,1974,131200.0,,False
31,Yes,,1032.4872861766066,,23,1,,219,4,Female,2,3,sales executive,1,,8339.32,21682.23,1,Unknown,13,0.0,1,Part Time,1,3,1.0,11,3.0,3,10,1994,100071.84,,True
31,No,,323.03968253968253,,6,1,,220,2,Female,3,1,laboratory technician,4,married,2609.17,6783.83,1,Unknown,13,3.0,1,Unknown,1,5,3.0,10,0.0,0,8,1994,31310.04,,False
39,No,,556.2566609977324, Research & Development ,1,3,Life Sciences,221,4,Female,2,2,manufacturing director,4,married,4492.84,11681.39,1,Unknown,13,3.0,2,Part Time,1,2,2.0,14,3.0,3,11,1986,53914.11,manufacturing director  -  research & development,True
35,No,travel_rarely,1032.4872861766066,,10,5,,222,4,Male,4,3,sales executive,3,,,21682.23,0,Unknown,14,3.0,4,Part Time,2,3,3.0,9,0.0,0,8,1990,100071.84,,True
36,No,travel_frequently,458.50793650793656,,19,3,Medical,223,3,Female,3,2,laboratory technician,2,divorced,,9628.67,4,No,13,3.0,3,Part Time,2,2,4.0,11,5.0,5,10,1989,44440.0,,True
30,No,non-travel,688.5873015873016,,1,3,,224,3,Female,1,2,laboratory technician,4,married,5561.67,14460.33,0,No,11,3.0,1,Unknown,3,6,3.0,9,7.0,7,5,1995,66740.04000000001,,True
33,No,non-travel,1016.4761904761906,,2,4,,225,4,Female,3,3,sales executive,3,,,21346.0,1,Yes,19,3.0,1,Part Time,1,5,2.0,10,9.0,9,6,1992,98520.0,,True
44,No,non-travel,1842.801587301588,,2,1,Life Sciences,226,3,Male,3,4,manager,3,,14884.17,38698.83,0,Yes,13,0.0,4,Full Time,0,3,2.0,20,2.0,2,10,1981,178610.0,,False
42,No,travel_rarely,556.2566609977324,,2,3,Life Sciences,227,3,Male,3,2,research scientist,4,single,,11681.39,1,Unknown,13,3.0,3,Part Time,0,4,3.0,9,8.0,8,8,1983,53914.11,,True
36,No,,556.2566609977324,,15,2,Medical,228,3,Female,3,2,sales executive,1,single,4492.84,11681.39,1,Unknown,12,3.0,4,Unknown,0,6,4.0,10,9.0,9,6,1989,53914.08,,True
60,No,travel_rarely,1973.9841269841268,,1,3,,229,4,Female,3,5,research director,1,,,41453.67,3,Unknown,21,4.0,3,Full Time,1,3,3.0,9,1.0,1,5,1965,191324.62,,False
33,Yes,travel_frequently,768.2380952380953,,1,5,,230,3,Female,4,3,manufacturing director,2,,6205.0,16133.0,1,Unknown,11,3.0,1,Unknown,0,2,3.0,10,4.0,4,7,1992,74460.0,,True
42,No,non-travel,1419.373015873016,,8,1,,231,4,Male,2,3,research director,2,,11464.17,29806.83,2,No,11,3.0,3,Full Time,1,5,3.0,9,4.0,4,8,1983,137570.0,,True
55,No,,1712.4920634920634,,2,3,Medical,232,4,Male,4,4,research director,2,single,13831.67,35962.33,4,No,12,3.0,2,Full Time,0,2,2.0,9,8.0,8,8,1970,165980.0,,True
36,No,,1582.7713464696226, Research & Development ,15,3,,233,2,Male,3,4,research director,1,,12783.92,33238.2,7,Unknown,14,3.0,4,Full Time,2,3,2.0,14,6.0,6,9,1989,153407.07,research director  -  research & development,True
37,No,travel_rarely,1032.4872861766066,,16,3,Life Sciences,234,4,Female,2,3,healthcare representative,2,single,8339.32,21682.23,1,No,19,3.0,4,Unknown,0,3,1.0,11,3.0,3,3,1988,100071.84,,True
39,No,,442.1031746031746,,13,3,,235,1,Male,3,2,research scientist,4,married,,9284.17,1,Unknown,17,3.0,1,Part Time,0,2,3.0,10,3.0,3,7,1986,42850.0,,True
44,No,travel_frequently,1044.5396825396826,,2,3,,236,4,Male,3,3,healthcare representative,4,,,21935.33,2,Yes,14,3.0,3,Full Time,1,3,1.0,20,13.0,13,9,1981,101240.0,,True
47,No,,1032.4872861766066,,1,4,,237,1,Male,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,Unknown,12,3.0,1,Part Time,3,4,3.0,10,7.0,7,7,1978,100071.84,,True
32,Yes,travel_rarely,1002.2380952380952,,1,3,,238,2,Male,2,2,sales executive,1,married,,21047.0,1,No,11,3.0,4,Full Time,1,4,3.0,10,6.0,6,7,1993,97140.0,,True
40,No,travel_rarely,1023.904761904762,,14,3,Life Sciences,239,3,Male,3,2,sales executive,2,married,,21502.0,0,Unknown,11,3.0,4,Full Time,1,3,3.0,9,7.0,7,7,1985,99240.0,,True
52,No,,1160.1984126984128,,20,5,Medical,240,2,Male,3,4,healthcare representative,3,,,24364.17,2,Unknown,15,3.0,3,Full Time,1,3,3.0,30,12.0,12,13,1973,112450.0,,False
41,No,travel_rarely,316.6428571428572,,3,2,,241,3,Male,2,2,laboratory technician,3,,2557.5,6649.5,0,Unknown,15,3.0,4,Unknown,1,3,Unknown,10,0.0,0,7,1984,30690.0,,True
36,No,travel_rarely,556.2566609977324,,3,3,,242,4,Female,3,2,research scientist,2,,4492.84,11681.39,1,No,12,3.0,3,Part Time,1,2,3.0,11,7.0,7,9,1989,53914.11,,True
56,No,travel_rarely,1582.7713464696226, Research & Development ,22,5,,243,2,Female,3,4,manager,3,,,33238.2,3,Unknown,25,4.0,3,Full Time,1,6,3.0,10,4.0,4,7,1969,153407.07,manager  -  research & development,True
43,No,travel_rarely,953.436507936508,,6,3,Marketing,244,4,Male,3,3,sales executive,3,,7700.83,20022.17,1,No,12,3.0,2,Part Time,0,3,3.0,10,8.0,8,7,1982,92410.0,,False
41,No,,667.7460317460317,,1,3,Life Sciences,245,4,Male,3,2,laboratory technician,4,married,5393.33,14022.67,1,Unknown,15,3.0,4,Full Time,1,2,3.0,9,5.0,5,8,1984,64720.0,,True
42,No,travel_rarely,1973.9841269841268,,7,4,,246,2,Male,3,5,manager,2,,15943.72,41453.67,1,No,14,3.0,2,Full Time,0,3,2.0,21,12.0,12,8,1983,191324.62,,False
35,No,,315.1984126984127,,4,3,Technical Degree,247,4,Male,3,2,research scientist,2,,,6619.17,5,No,15,0.0,4,Part Time,2,2,2.0,9,1.0,1,7,1990,30550.0,,True
38,No,,858.5158730158731,,10,3,Life Sciences,248,4,Male,3,3,healthcare representative,1,,6934.17,18028.83,7,Unknown,13,3.0,4,Part Time,1,1,3.0,12,5.0,5,7,1987,83210.0,,False
35,No,,324.2777777777778,,8,4,Life Sciences,249,4,Male,4,1,research scientist,1,married,,6809.83,6,No,19,3.0,2,Full Time,1,1,3.0,10,7.0,7,6,1990,31430.0,,True
36,No,travel_rarely,556.2566609977324,,8,2,,250,2,Male,4,2,sales executive,3,,4492.84,11681.39,1,No,21,4.0,3,Unknown,2,5,3.0,10,4.0,4,8,1989,53914.08,,False
31,No,travel_frequently,290.03550973654063, Research & Development ,46,1,Medical,251,4,Male,3,1,laboratory technician,4,married,2342.59,6090.75,1,No,13,0.0,2,Part Time,0,3,4.0,11,3.0,3,10,1994,28111.13,laboratory technician  -  research & development,False
48,No,travel_rarely,885.0317460317461,,2,2,Life Sciences,252,4,Male,3,3,manufacturing director,4,divorced,7148.33,18585.67,3,Unknown,14,3.0,3,Part Time,1,4,2.0,9,4.0,4,7,1977,85780.0,,True
